timestamp,open,high,low,close,volume,delta_$,delta_%
4/14/2016,8.09636473,8.88019523,8.02231636,8.41803062,12208898.53,0.85787887,0.096605857
4/15/2016,8.42838042,8.73324125,8.0787399,8.26541104,11847631.87,0.65450135,0.074943693
4/16/2016,8.26875369,8.72178392,8.08966165,8.64486973,8279994.22,0.63212227,0.072476259
4/17/2016,8.65094067,9.79018321,8.50804495,9.35042334,23819376.42,1.28213826,0.130961621
4/18/2016,9.367721,9.58049862,8.51396608,9.0768302,19744788.32,1.06653254,0.111323281
4/19/2016,9.0639545,9.48539234,8.61791488,8.73292404,10988688.45,0.86747746,0.091454041
4/20/2016,8.73830581,9.03392452,8.27662877,8.50402864,15332045.98,0.75729575,0.083827992
4/21/2016,8.50072624,8.97277034,7.97431222,8.20658101,12088412.99,0.99845812,0.11127646
4/22/2016,8.17517742,8.38205023,7.66787907,7.85004686,13057823.68,0.71417116,0.085202443
4/23/2016,7.85983407,8.775031,7.82693662,8.37127008,15404559.3,0.94809438,0.108044562
4/24/2016,8.35878788,8.67282641,7.99637967,8.06876025,9640653.03,0.67644674,0.077996112
4/25/2016,8.07269628,8.21410619,7.20958106,7.57493179,19498555.95,1.00452513,0.122292689
4/26/2016,7.56071696,7.6851419,7.09167541,7.42905638,17481005.86,0.59346649,0.077222581
4/27/2016,7.42501517,7.87684226,6.99491176,7.77153598,20800659.36,0.8819305,0.111964982
4/28/2016,7.8081489,8.10382225,7.15984769,7.2018501,11981241.35,0.94397456,0.116485102
4/29/2016,7.22712594,7.88766833,7.22712594,7.48581752,8322601.66,0.66054239,0.083743682
4/30/2016,7.49376187,9.35050667,7.35584102,8.80759753,41044497.61,1.99466565,0.213321665
5/1/2016,8.77373233,9.08742281,8.435605,8.89405947,17123059.38,0.65181781,0.071727466
5/2/2016,8.92503798,10.51639396,8.72461522,10.1889148,44594786.29,1.79177874,0.170379576
5/3/2016,10.24239846,10.38140221,9.24931308,9.40079314,18770010.73,1.13208913,0.109049732
5/4/2016,9.36665453,10.10166537,9.22473481,9.47994112,15152328.46,0.87693056,0.086810494
5/5/2016,9.44509794,10.160247,9.31641801,9.86639279,16196718.63,0.84382899,0.083052015
5/6/2016,9.84698685,10.27858274,8.93446502,9.39190796,21190546.66,1.34411772,0.13076878
5/7/2016,9.38939153,9.58594792,9.19847484,9.45589423,9086974.52,0.38747308,0.040420946
5/8/2016,9.4498568,9.75284309,8.95160256,9.5297225,13538496.7,0.80124053,0.08215456
5/9/2016,9.52806261,9.80021541,9.14089923,9.32899504,11872259.44,0.65931618,0.067275682
5/10/2016,9.30386103,9.50086611,9.04693136,9.43001753,8600566.45,0.45393475,0.047778249
5/11/2016,9.44335822,10.03840636,9.41378612,10.01755183,15485039.24,0.62462024,0.062223048
5/12/2016,10.01140352,10.63246154,9.90202931,10.07466703,24604094.25,0.73043223,0.068698319
5/13/2016,10.06300118,11.16872749,10.03897192,10.54616238,33261339.64,1.12975557,0.101153473
5/14/2016,10.55796604,10.68889331,9.73976574,10.27627799,21032569.41,0.94912757,0.088795682
5/15/2016,10.27421797,10.53308274,9.8919726,9.98801313,9549203.14,0.64111014,0.060866335
5/16/2016,9.99216865,11.62590393,9.90067158,11.17614061,33371730.52,1.72523235,0.148395545
5/17/2016,11.17442038,12.53025822,11.1091208,12.20257084,44740611.44,1.42113742,0.113416451
5/18/2016,12.18312247,14.33866274,12.14310893,13.47625577,77765645.29,2.19555381,0.153121239
5/19/2016,13.40337057,14.74567128,12.81639557,14.68382966,65514653.05,1.92927571,0.13083675
5/20/2016,14.68369446,15.09828361,13.33491224,13.6377994,57714050.78,1.76337137,0.116792837
5/21/2016,13.65377254,14.1026658,13.08343328,14.03167575,31149747.16,1.01923252,0.07227233
5/22/2016,14.01586418,14.40070523,13.63202279,14.27882533,20227794.48,0.76868244,0.053378111
5/23/2016,14.29986597,14.64193764,13.13973778,13.46131093,26894179.84,1.50219986,0.102595701
5/24/2016,13.43432291,13.83263092,11.91003108,12.75168526,52091803.62,1.92259984,0.138990178
5/25/2016,12.76621089,13.03754208,11.73581331,12.53734938,31554570.15,1.30172877,0.099844646
5/26/2016,12.54102007,13.14740704,12.03137396,12.42579247,24173176.79,1.11603308,0.084886174
5/27/2016,12.42432738,12.89221104,10.3984748,11.27628517,66358808.65,2.49373624,0.193429679
5/28/2016,11.27926901,13.11380197,10.8240531,11.86648028,56101315.6,2.28974887,0.174606028
5/29/2016,11.90781529,12.80908619,11.63354847,12.44547153,33526063,1.17553772,0.091773738
5/30/2016,12.40874732,12.89145567,12.10844288,12.71208411,16836957.59,0.78301279,0.060738896
5/31/2016,12.71200363,14.64543484,12.44453055,14.11299683,50021142.24,2.20090429,0.150279204
6/1/2016,14.15059786,14.60559656,13.41687731,13.99762847,25064802.7,1.18871925,0.081387929
6/2/2016,14.02014695,14.20251511,13.57988795,13.78603328,12292320.38,0.62262716,0.043839218
6/3/2016,13.77580316,14.6215045,13.1048362,13.82363834,26635083.57,1.5166683,0.103728607
6/4/2016,13.82200973,14.09233355,13.06474583,13.69942768,17839803.61,1.02758772,0.072918209
6/5/2016,13.73861271,14.12768954,13.3864942,13.94308182,11756146.08,0.74119534,0.052464017
6/6/2016,14.01171785,14.31357848,13.77021084,13.96128356,9617610.7,0.54336764,0.037961691
6/7/2016,13.96474543,14.71108068,13.57118675,14.56033985,24289372.37,1.13989393,0.077485397
6/8/2016,14.58062048,15.06219889,14.35059207,14.47200397,18804902.85,0.71160682,0.047244551
6/9/2016,14.48442829,14.73629149,14.29540611,14.47191193,7896201.86,0.44088538,0.02991834
6/10/2016,14.46040814,14.60212331,13.80970044,13.98020378,12931541.72,0.79242287,0.054267647
6/11/2016,13.97023592,14.75225358,13.97023592,14.30465019,13542702.34,0.78201766,0.053010047
6/12/2016,14.31754598,16.11159973,14.31754598,15.77658408,44587557.45,1.79405375,0.111351683
6/13/2016,15.76347241,17.83524766,15.76347241,17.65702344,47213958.81,2.07177525,0.116161844
6/14/2016,17.62188909,19.30658991,16.80723916,18.91420889,79481209.71,2.49935075,0.129455837
6/15/2016,18.90656023,19.26674161,17.94376517,18.38855582,22937499.06,1.32297644,0.06866633
6/16/2016,18.4018674,20.99495646,18.4018674,20.67023132,50727185.73,2.59308906,0.123510095
6/17/2016,20.71786854,21.20829421,12.61454915,15.40153315,257702089.3,8.59374506,0.405206801
6/18/2016,15.39893812,15.61292204,9.72595695,11.3410863,169097654.3,5.88696509,0.377057227
6/19/2016,11.33178141,13.57594293,10.70985589,12.27970787,96815276.13,2.86608704,0.211115136
6/20/2016,12.30075101,13.28130613,10.16481395,11.80243574,142923885.6,3.11649218,0.234652537
6/21/2016,11.78628069,13.5665553,10.7018007,13.15871316,94339257.72,2.8647546,0.211163006
6/22/2016,13.21539763,15.16876131,11.74385968,13.50058768,212381125.4,3.42490163,0.225786507
6/23/2016,13.4199163,14.58542474,13.13700338,13.76804279,44279919.31,1.44842136,0.09930608
6/24/2016,13.70774024,14.7150117,13.25653862,14.37568447,40772298.85,1.45847308,0.09911464
6/25/2016,14.3802055,14.62902963,13.82889464,14.32714701,17430933.07,0.80013499,0.054695015
6/26/2016,14.30736055,14.55973579,13.48652165,13.83952868,15646943.12,1.07321414,0.0737111
6/27/2016,13.83494773,14.62628652,13.83494773,14.07579132,12011218.93,0.79133879,0.054103876
6/28/2016,14.08351509,14.08351509,11.45411263,12.18773755,52144013.56,2.62940246,0.186700724
6/29/2016,12.19031531,13.10825481,11.59606135,12.62321918,30010662.32,1.51219346,0.115361921
6/30/2016,12.62704791,13.39070849,12.37553153,12.46800078,17199273.68,1.01517696,0.075812042
7/1/2016,12.47608012,12.60111911,11.67344337,12.23703574,21412765.93,0.92767574,0.07361852
7/2/2016,12.24623075,12.7097403,12.07836373,12.17140844,10610015.39,0.63137657,0.049676591
7/3/2016,12.17369608,12.17369608,11.36998211,11.77084235,12697636.31,0.80371397,0.066020538
7/4/2016,11.74992253,12.18891313,11.31774859,11.46953436,13856298.38,0.87116454,0.07147188
7/5/2016,11.48788503,11.48788503,9.47173809,10.62137816,53617761.85,2.01614694,0.175502012
7/6/2016,10.6638158,11.24746691,10.31834961,10.57708598,20514971.57,0.9291173,0.082606804
7/7/2016,10.56216466,10.56216466,9.66259809,10.13641995,18550256.67,0.89956657,0.08516877
7/8/2016,10.12702034,11.73465864,10.12702034,11.4342804,25340259.3,1.6076383,0.136999153
7/9/2016,11.41476682,11.41476682,10.66122818,10.9909793,20672629.45,0.75353864,0.06601437
7/10/2016,10.98201538,11.14741053,10.76599501,10.96442895,5872252.69,0.38141552,0.034215616
7/11/2016,10.87535638,10.97881883,10.20937982,10.47582622,16715226.35,0.76943901,0.070083952
7/12/2016,10.43706505,11.02194804,10.36717449,10.54936545,11691336.53,0.65477355,0.059406336
7/13/2016,10.51829514,10.54332922,10.20041909,10.492931,7693384.05,0.34291013,0.032523895
7/14/2016,10.49161669,11.75688788,10.49161669,11.5460173,28575841.98,1.26527119,0.107619568
7/15/2016,11.50732684,12.52408467,11.50296315,11.9761594,33903244.55,1.02112152,0.081532627
7/16/2016,11.94646265,12.03323612,11.59093554,11.67653334,12088620.27,0.44230058,0.036756578
7/17/2016,11.68520209,11.95525866,11.02540899,11.20392899,26305128.87,0.92984967,0.077777461
7/18/2016,11.19261392,11.60084539,10.93499424,11.07518314,17690096.86,0.66585115,0.057396778
7/19/2016,11.06881772,12.17136952,11.01399477,11.6388859,28567759.05,1.15737475,0.095089936
7/20/2016,11.6114595,13.04646702,11.45051429,12.48851223,83136760.76,1.59595273,0.122328346
7/21/2016,12.50607757,12.77808441,11.96032619,12.65750088,32643388.89,0.81775822,0.063996934
7/22/2016,12.65748514,14.95028096,12.30220512,14.67666196,99368794.11,2.64807584,0.17712549
7/23/2016,14.69431807,15.0758822,13.97483252,14.32623219,40841183.37,1.10104968,0.073033847
7/24/2016,14.31466083,14.66140539,12.15364664,12.77008124,93685069.37,2.50775875,0.171044909
7/25/2016,12.75199134,13.88730725,12.55293792,13.82372855,44365269.77,1.33436933,0.096085534
7/26/2016,13.86661588,13.86661588,11.55747285,12.10538583,112156800.3,2.30914303,0.166525348
7/27/2016,12.06428002,13.48657348,11.85226906,12.99124432,67961238.95,1.63430442,0.121180107
7/28/2016,13.04130454,13.09258035,12.46067936,12.86112466,26625661.19,0.63190099,0.048264053
7/29/2016,12.90527426,12.93436194,12.57053524,12.77923263,15291754.71,0.3638267,0.028128693
7/30/2016,12.7835429,12.79153015,12.40054267,12.41876933,10925635.01,0.39098748,0.030566123
7/31/2016,12.38976591,12.38976591,11.2995082,11.84384422,29095926.56,1.09025771,0.087996635
8/1/2016,11.87680049,11.87680049,10.57917146,10.91752462,27595551.82,1.29762903,0.109257458
8/2/2016,10.97133868,11.0739543,8.27418207,9.61365664,94792356.09,2.79977223,0.252824976
8/3/2016,8.65923079,10.50302318,8.65923079,10.30058032,49884976.88,1.84379239,0.175548731
8/4/2016,10.39336692,11.50528975,10.33213077,11.15171303,34655848.67,1.17315898,0.101966922
8/5/2016,11.16138518,11.32460583,10.84402889,11.02785933,13032640.04,0.48057694,0.042436527
8/6/2016,11.00680393,11.2811122,10.59288114,10.99087426,13894551.87,0.68823106,0.061007377
8/7/2016,10.99606433,11.31482837,10.84676883,11.01127781,11377406.24,0.46805954,0.041366915
8/8/2016,10.93965753,11.44716459,10.87177628,11.32654441,9832980.15,0.57538831,0.050264701
8/9/2016,11.33093113,12.51115918,11.19004456,12.25634322,30435891.57,1.32111462,0.105594901
8/10/2016,12.08027059,12.64557826,11.73308394,12.15662752,29469734.84,0.91249432,0.072159161
8/11/2016,12.16576359,12.29494871,11.53807047,11.72451985,20907374.95,0.75687824,0.061560097
8/12/2016,11.72083492,12.0616685,11.6196296,11.77922626,17103911.57,0.4420389,0.036648238
8/13/2016,11.7824099,11.79766357,11.47520509,11.58095508,9056439.88,0.32245848,0.027332402
8/14/2016,11.58394533,11.58394533,11.12029034,11.22988505,9876489.92,0.46365499,0.040025654
8/15/2016,11.26844295,11.35012734,10.97775191,11.23837163,8097306.32,0.37237543,0.03280804
8/16/2016,11.31585997,11.48611282,10.98976916,11.15077575,6889794.05,0.49634366,0.043212501
8/17/2016,11.10818247,11.154321,10.70319866,10.7565781,11737459.08,0.45112234,0.040443729
8/18/2016,10.78508491,11.05939497,10.70936636,10.74677505,7714235.32,0.35002861,0.031649888
8/19/2016,10.74178731,10.85306981,10.67056957,10.73884262,5608689.46,0.18250024,0.016815541
8/20/2016,10.7482139,11.34827426,10.7482139,11.26090566,8182282.4,0.60006036,0.052876794
8/21/2016,11.26025865,11.27438549,10.95167809,11.20547568,3881586.53,0.3227074,0.028623059
8/22/2016,11.19172388,11.41209838,11.02627314,11.11862603,6307502.24,0.38582524,0.03380844
8/23/2016,11.14965025,11.22660624,10.89235482,11.03708679,5435156.1,0.33425142,0.029773149
8/24/2016,11.02604978,11.23451676,10.94447745,11.02947282,3887467.96,0.29003931,0.025816803
8/25/2016,11.02499629,11.3825504,10.96210464,11.3286823,7865797.04,0.42044576,0.036937746
8/26/2016,11.3327903,11.53413492,11.220054,11.33376128,5200761.16,0.31408092,0.027230557
8/27/2016,11.32777937,11.34159645,11.15190291,11.2197894,2267754.57,0.18969354,0.016725471
8/28/2016,11.23810537,11.29148591,10.97232977,10.99357467,4733585.61,0.31915614,0.028265203
8/29/2016,10.90783213,11.13591025,10.69066044,10.97568938,6775604.02,0.44524981,0.039983243
8/30/2016,10.97415792,11.35802735,10.95467126,11.25149642,6324483.65,0.40335609,0.035512865
8/31/2016,11.21204809,11.69389652,11.08671945,11.65162437,9034582.39,0.60717707,0.051922562
9/1/2016,11.64198312,12.65444778,11.53886012,11.95860795,20952132.68,1.11558766,0.088157751
9/2/2016,11.96555888,12.37759891,11.9144311,12.11985582,8270233.05,0.46316781,0.037419843
9/3/2016,12.12891512,12.86473296,11.50372965,11.81977306,12296220.16,1.36100331,0.105793359
9/4/2016,11.80302816,12.00185603,11.54058445,11.70781199,6982363.71,0.46127158,0.038433354
9/5/2016,11.70659961,11.91556288,11.57781851,11.73943684,6091750.91,0.33774437,0.02834481
9/6/2016,11.74805051,11.79241758,11.41422311,11.65619223,6106541.9,0.37819447,0.032070987
9/7/2016,11.73275084,11.8844142,11.50842811,11.58692856,5739571.07,0.37598609,0.031636906
9/8/2016,11.59541945,11.92442744,11.21176805,11.41889426,11236178.47,0.71265939,0.059764663
9/9/2016,11.39687822,11.78397857,11.32822049,11.66742173,7186153.92,0.45575808,0.038676078
9/10/2016,11.66831341,12.27867343,11.54314257,12.22009318,6395251.58,0.73553086,0.059903121
9/11/2016,12.2212356,12.2212356,11.3871837,11.67344062,8622695.69,0.8340519,0.068246119
9/12/2016,11.69234248,12.00984173,11.58005279,11.87089379,6290119.69,0.42978894,0.035786395
9/13/2016,11.86589325,12.28442068,11.85790472,11.94688682,16230082.63,0.42651596,0.034720071
9/14/2016,11.93207189,12.06566729,11.76790349,11.9180744,6313738.51,0.2977638,0.024678602
9/15/2016,11.94678168,12.17512184,11.89300308,12.00196053,9797968.94,0.28211876,0.02317174
9/16/2016,11.95739458,12.87181281,11.82088069,12.61876044,18068734.73,1.05093212,0.081646007
9/17/2016,12.62627253,12.84947954,12.45118021,12.72897343,6826489.82,0.39829933,0.030997312
9/18/2016,12.75245322,13.12309121,12.09995918,12.4961692,22991636.17,1.02313203,0.077964255
9/19/2016,12.49982851,13.21675873,12.3875547,13.19806501,13341181.09,0.82920403,0.062738834
9/20/2016,13.19967571,14.36205975,12.96556975,14.33397471,28207532.2,1.39649,0.09723466
9/21/2016,14.34341385,14.39998591,13.14353949,13.73728948,27111372,1.25644642,0.087253309
9/22/2016,13.75369172,13.75369172,12.38534465,13.26030143,28041842.75,1.36834707,0.099489439
9/23/2016,13.22290368,13.57980965,13.19315828,13.36574765,7835914.11,0.38665137,0.028472518
9/24/2016,13.36677846,13.37622697,12.50271966,12.90182869,9184939.17,0.87350731,0.065302967
9/25/2016,12.90139003,13.17887495,12.76463137,13.11766983,5075159.27,0.41424358,0.031432393
9/26/2016,13.14248047,13.37634255,12.76595329,12.87869565,6811402.29,0.61038926,0.045632
9/27/2016,12.8857624,13.3024062,12.83558178,13.12035904,6670536.49,0.46682442,0.035093231
9/28/2016,13.11412614,13.57456016,13.06014453,13.31380235,8036760.09,0.51441563,0.037895565
9/29/2016,13.28240508,13.45369944,13.03206135,13.06544608,5126459.45,0.42163809,0.031339937
9/30/2016,13.08585231,13.44881934,13.07817563,13.21394665,5200140.82,0.37064371,0.027559572
10/1/2016,13.2139393,13.39084433,13.00105471,13.19138949,5659150.26,0.38978962,0.029108666
10/2/2016,13.19638083,13.34990828,13.06586135,13.20915485,3394872.18,0.28404693,0.02127707
10/3/2016,13.22583331,13.57053776,13.1892298,13.48305128,6293535.91,0.38130796,0.02809822
10/4/2016,13.43593934,13.54832406,13.19823018,13.28617594,7438039.41,0.35009388,0.025840383
10/5/2016,13.29313426,13.43884486,13.02569906,13.04851084,9258074.24,0.4131458,0.030742657
10/6/2016,13.02418566,13.18188287,12.6487682,12.8386302,11438847.36,0.53311467,0.040442983
10/7/2016,12.83421062,13.11351097,12.50323353,12.67555533,8010787.95,0.61027744,0.046538066
10/8/2016,12.67492019,12.71228684,11.96327192,12.20702931,10806219.25,0.74901492,0.058920549
10/9/2016,12.1818566,12.3952275,11.89539429,12.02070816,7206853.98,0.49983321,0.04032465
10/10/2016,12.02312781,12.10757232,11.58394571,11.75690754,11427820.98,0.52362661,0.043247861
10/11/2016,11.737147,12.54567006,11.63649907,11.76617944,10792335.05,0.90917099,0.072468906
