timestamp,open,high,low,close,volume,delta_$,delta_%
1/1/2016,430.1351587,436.7771712,427.2731957,434.5796581,27641232.2,9.50397554,0.021759323
1/2/2016,434.8922693,436.5358786,431.1749431,433.9635637,17292724.42,5.36093549,0.01228063
1/3/2016,433.5651915,433.9418092,422.9845027,429.5975147,35078088.01,10.95730646,0.025250636
1/4/2016,430.4575233,436.2760853,429.0424832,433.9363984,30532040.54,7.23360212,0.016580331
1/5/2016,432.7872052,435.3190134,429.0996714,432.6294313,26454895.09,6.21934199,0.01428686
1/6/2016,432.6522306,432.9528891,426.7542721,429.916879,23827528.5,6.19861705,0.014317071
1/7/2016,429.7906809,460.6492401,429.1104857,458.5365756,106537842.7,31.53875436,0.068465877
1/8/2016,458.1890708,464.5058347,446.7788941,453.8717024,60328514.6,17.72694056,0.038163009
1/9/2016,453.9017575,455.5416794,446.9554976,449.418334,22701243.53,8.58618172,0.01884829
1/10/2016,449.3602897,450.240388,441.3444012,449.1748476,28827710.33,8.8959868,0.019758305
1/11/2016,449.372528,452.1631418,444.4117206,449.4386138,37047660.88,7.75142124,0.017142975
1/12/2016,449.1757653,449.1757653,433.9863976,434.1497802,44997183.41,15.18936777,0.033816089
1/13/2016,433.379644,436.8492338,420.4528521,431.7945077,63160662.4,16.39638161,0.037533273
1/14/2016,432.3762924,435.2871051,427.9742658,430.4128827,30866245.84,7.3128393,0.016800037
1/15/2016,430.0593079,430.0593079,359.4928741,359.4928741,181308216.3,70.56643376,0.164085354
1/16/2016,359.6444516,391.598339,352.9500216,388.8667835,123133166.3,38.64831743,0.098693773
1/17/2016,388.8743797,392.3539564,378.2720325,380.8273717,39755855.46,14.08192389,0.035890868
1/18/2016,380.943649,386.4261638,378.099584,386.4261638,40909666.62,8.32657986,0.021547661
1/19/2016,386.2407118,386.2828469,376.947795,378.0866958,35201444.24,9.33505185,0.024166364
1/20/2016,378.5383639,425.9120648,375.200923,419.1635565,142856319,50.71114176,0.119064816
1/21/2016,419.7538732,424.1430915,405.6927494,410.8510332,57124517.6,18.45034209,0.043500277
1/22/2016,410.3606374,411.3609556,373.3247092,382.5069168,98049767.1,38.03624633,0.092464406
