timestamp,open,high,low,close,volume,delta_$,delta_%
1/1/2016,0.002166378,0.002209303,0.002131383,0.002176689,88371.67728,7.79E-05,0.035268909
1/2/2016,0.002176838,0.002230148,0.002145626,0.00215054,100581.6629,8.45E-05,0.037899644
1/3/2016,0.002149653,0.002309229,0.002149244,0.002245082,157595.4512,0.000159985,0.06928074
1/4/2016,0.002243435,0.002260736,0.002099785,0.002182501,139428.0869,0.000160952,0.071194416
1/5/2016,0.002179577,0.00224875,0.002167684,0.002200276,82406.5769,8.11E-05,0.036049011
1/6/2016,0.002200898,0.002240768,0.002170949,0.002215332,118442.0897,6.98E-05,0.03115843
1/7/2016,0.0022152,0.002288334,0.002049202,0.002049752,325258.8231,0.000239132,0.104500383
1/8/2016,0.002050266,0.002208782,0.00203534,0.002170333,195663.2703,0.000173441,0.078523555
1/9/2016,0.00217069,0.002213659,0.002153804,0.002190104,73885.47122,5.99E-05,0.027038543
1/10/2016,0.002190314,0.002275225,0.002179636,0.002231888,170988.602,9.56E-05,0.0420129
1/11/2016,0.002231846,0.002393288,0.002212717,0.002367731,523893.0408,0.000180571,0.075448993
1/12/2016,0.00236677,0.002915648,0.002335328,0.002648963,1414303.35,0.00058032,0.199036358
1/13/2016,0.002609328,0.002690914,0.002486942,0.00259794,416419.3307,0.000203972,0.075800293
1/14/2016,0.002608919,0.002808085,0.002536966,0.002791858,293488.1678,0.000271119,0.096549567
1/15/2016,0.002791081,0.003438094,0.002701745,0.003348555,2097461.329,0.000736349,0.214173673
1/16/2016,0.003349169,0.003550518,0.003100471,0.003148859,1267562.304,0.000450047,0.126755268
1/17/2016,0.003148691,0.00349696,0.003110331,0.003478342,553959.0627,0.000386628,0.110561297
1/18/2016,0.003478956,0.004000089,0.003379175,0.003684158,1992514.032,0.000620913,0.155224866
1/19/2016,0.003683939,0.003799266,0.00336105,0.00361431,994945.3472,0.000438216,0.115342385
1/20/2016,0.003614732,0.003988972,0.003520607,0.003678923,1159452.301,0.000468365,0.117414916
1/21/2016,0.003657367,0.003808375,0.00354158,0.0037986,529041.8798,0.000266795,0.070054761
1/22/2016,0.003798556,0.003960217,0.003701856,0.003940267,558849.9881,0.000258361,0.0652391
1/23/2016,0.003940179,0.005324246,0.003892082,0.005035047,2441498.358,0.001432165,0.268989158
1/24/2016,0.005031546,0.005812246,0.004860681,0.005293034,2845089.007,0.000951565,0.163717313
1/25/2016,0.00532954,0.006881737,0.00514997,0.006373456,2672249.395,0.001731767,0.251646837
1/26/2016,0.006375443,0.007318962,0.004702076,0.0058042,4067978.716,0.002616885,0.357548704
1/27/2016,0.005805681,0.006640264,0.005435629,0.006077955,1955704.983,0.001204635,0.181413715
1/28/2016,0.006061642,0.007048341,0.005871379,0.006678812,1271005.457,0.001176962,0.166984273
1/29/2016,0.00667799,0.007089466,0.005902706,0.006663373,1722561.11,0.00118676,0.167397679
1/30/2016,0.006596479,0.006909707,0.006312052,0.006476953,838964.412,0.000597655,0.086494986
1/31/2016,0.006476893,0.006702219,0.005729637,0.006239864,1576128.023,0.000972583,0.145113557
2/1/2016,0.006271852,0.006277511,0.005605439,0.005941494,981287.5357,0.000672072,0.107060312
2/2/2016,0.005952655,0.006548038,0.00572644,0.006491315,805515.5426,0.000821598,0.125472365
2/3/2016,0.006490379,0.006860613,0.006256411,0.006843251,833948.6185,0.000604202,0.088068279
2/4/2016,0.006842799,0.006899787,0.006411211,0.006619943,806871.2475,0.000488576,0.070810306
2/5/2016,0.006618718,0.00673536,0.006269744,0.006578986,547499.0245,0.000465616,0.069130089
2/6/2016,0.006579287,0.006802186,0.00649787,0.006705458,402909.6894,0.000304316,0.044737987
2/7/2016,0.006737264,0.008247631,0.006702329,0.007921379,1437186.555,0.001545302,0.187363079
